patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,bad_endings
US906241A,1908-12-08,lahtz ,['NOUN'],[],0,0,1,0
US907272A,1908-12-22,Kinley ,['NOUN'],[],0,0,1,0
US907279A,1908-12-22,Cabbtjbetee ,['NOUN'],[],0,0,1,0
US907291A,1908-12-22,sanders ,['NOUN'],[],0,0,1,0
US907292A,1908-12-22,Island ,['NOUN'],[],0,0,1,0
US911263A,1909-02-02,andrews ,['NOUN'],[],0,0,1,0
US914582A,1909-03-09,Windlass ,['NOUN'],[],0,0,1,0
US925919A,1909-06-22,Device ,['NOUN'],[],0,0,1,0
US925928A,1909-06-22,Conveyer ,['NOUN'],[],0,0,1,0
US953749A,1910-04-05,mershoff ,['VERB'],[],0,0,1,0
US955143A,1910-04-19,Appqigation ,['NOUN'],[],0,0,1,0
US960345A,1910-06-07,Machines ,['NOUN'],[],0,0,1,0
US961646A,1910-06-14,eeusgh ,['VERB'],[],0,0,1,0
US961655A,1910-06-14,Sheet ,['NOUN'],[],0,0,1,0
US967920A,1910-08-23,hopkins ,['NOUN'],[],0,0,1,0
US972882A,1910-10-18,lovell ,['VERB'],[],0,0,1,0
US976966A,1910-11-29,Iiouse ,['NOUN'],[],0,0,1,0
US984555A,1911-02-21,gebhabdt ,['NOUN'],[],0,0,1,0
US984557A,1911-02-21,gorter ,['NOUN'],[],0,0,1,0
US993943A,1911-05-30,atmore ,['VERB'],[],0,0,1,0
US998866A,1911-07-25,Island ,['NOUN'],[],0,0,1,0
