patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len,tokens,bad_endings,bad_starts
US3727180A,1971-03-23,On-board aircraft weight and c. g. synchro-type self-checking attitude sensor,"['ADP', 'PUNCT', 'NOUN', 'NOUN', 'NOUN', 'CCONJ', 'PROPN', 'PROPN', 'NOUN', 'PUNCT', 'NOUN', 'NOUN', 'PUNCT', 'VERB', 'NOUN', 'VERB']",['PERSON'],1,1,17,"['on-board', 'aircraft', 'weight', 'and', 'c.', 'g.', 'synchro-type', 'self-checking', 'attitude', 'sensor']",0,1
US3729273A,1970-11-23,In-tank fuel pump reservoir,"['ADP', 'PUNCT', 'NOUN', 'NOUN', 'NOUN', 'PROPN']",[],1,0,7,"['in-tank', 'fuel', 'pump', 'reservoir']",0,1
US3737430A,1971-03-03,"N,n'-bis((tri(substituted))silylalkylene)-1,4-xylene-alpha,alpha'-diimine","['CCONJ', 'PUNCT', 'NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'PROPN', 'PUNCT', 'ADP']",[],1,0,10,"[""n,n'-bis((tri(substituted))silylalkylene)-1,4-xylene-alpha,alpha'-diimine""]",0,1
US3757060A,1972-06-12,In extreme position slide switch assembly with auxiliary switch deactivated by controller,"['ADP', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'VERB', 'ADP', 'PROPN']",[],1,0,13,"['in', 'extreme', 'position', 'slide', 'switch', 'assembly', 'with', 'auxiliary', 'switch', 'deactivated', 'by', 'controller']",0,1
US3758690A,1963-08-02,And use of such n-cyclopropyl compounds as hypotensives pharmaceutical compositions containing n-cyclopropyl-1-amino indanes,"['CCONJ', 'NOUN', 'ADP', 'ADJ', 'PROPN', 'PUNCT', 'PROPN', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'CCONJ', 'PUNCT', 'SPACE', 'PUNCT', 'ADJ', 'NOUN']",[],1,0,20,"['and', 'use', 'of', 'such', 'n-cyclopropyl', 'compounds', 'as', 'hypotensives', 'pharmaceutical', 'compositions', 'containing', 'n-cyclopropyl-1-amino', 'indanes']",0,1
US3759140A,1972-03-29,Inside flash bead trimmer apparatus for welded metal pipe having alternately remotely positionable flash bead cutters,"['ADP', 'PROPN', 'NOUN', 'NOUN', 'NOUN', 'ADP', 'VERB', 'NOUN', 'NOUN', 'VERB', 'ADV', 'ADV', 'ADJ', 'NOUN', 'NOUN', 'NOUN']",[],1,0,17,"['inside', 'flash', 'bead', 'trimmer', 'apparatus', 'for', 'welded', 'metal', 'pipe', 'having', 'alternately', 'remotely', 'positionable', 'flash', 'bead', 'cutters']",0,1
US3761360A,1971-01-20,Re entrainment charging of preheated coal into coking chambers of a coke oven battery,"['ADP', 'ADJ', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'ADP', 'VERB', 'NOUN', 'ADP', 'DET', 'PROPN', 'ADJ', 'NOUN']",[],1,0,15,"['re', 'entrainment', 'charging', 'of', 'preheated', 'coal', 'into', 'coking', 'chambers', 'of', 'a', 'coke', 'oven', 'battery']",0,1
US3766273A,1970-03-20,"N,n'-bis-trifluoromethyltetrafluoroethylene diamine","['CCONJ', 'PUNCT', 'PROPN', 'PUNCT', 'NOUN', 'NOUN']",[],1,0,7,"[""n,n'-bis-trifluoromethyltetrafluoroethylene"", 'diamine']",0,1
US3769797A,1971-10-28,"By-pass engine having a single, thrust diverter valve mechanism for a v/stol aircraft","['ADP', 'PUNCT', 'NOUN', 'NOUN', 'AUX', 'DET', 'ADJ', 'PUNCT', 'VERB', 'ADJ', 'NOUN', 'NOUN', 'ADP', 'DET', 'NOUN', 'SYM', 'PROPN', 'PROPN']",[],1,0,19,"['by-pass', 'engine', 'having', 'a', 'single,', 'thrust', 'diverter', 'valve', 'mechanism', 'for', 'a', 'v/stol', 'aircraft']",0,1
US3778741A,1972-02-24,In-line fuse holder assembly,"['ADP', 'PUNCT', 'NOUN', 'NOUN', 'NOUN', 'PROPN']",[],1,0,7,"['in-line', 'fuse', 'holder', 'assembly']",0,1
