patent_number,date,title,spacy_pos,spacy_label,is_prpn_spacy,is_person_spacy,spacy_pos_len
US1011413A,1911-12-12,of chicago,"['ADP', 'PROPN']",['GPE'],1,0,2
US1024611A,1912-04-30,Planoghaph co,"['PROPN', 'VERB']",[],1,0,2
US1024612A,1912-04-30,Agsjgworf,['PROPN'],[],1,0,1
US1024613A,1912-04-30,Eritz berger,"['PROPN', 'NOUN']",['ORG'],1,0,2
US1024614A,1912-04-30,Planooraph co,"['PROPN', 'VERB']",[],1,0,2
US1024630A,1912-04-30,Plahookaph co,"['PROPN', 'VERB']",['ORG'],1,0,2
US1024634A,1912-04-30,Klell,['PROPN'],['ORG'],1,0,1
US1024635A,1912-04-30,Fred r,"['PROPN', 'NOUN']",[],1,0,2
US1024636A,1912-04-30,lalli,['PROPN'],['ORG'],1,0,1
US1027940A,1912-05-28,Planooraph co,"['PROPN', 'VERB']",[],1,0,2
US1043888A,1912-11-12,James e,"['PROPN', 'PROPN']",[],1,0,2
US1045144A,1912-11-26,howard,['PROPN'],[],1,0,1
US1045145A,1912-11-26,hubbard,['PROPN'],[],1,0,1
US1045148A,1912-11-26,Sylvania,['PROPN'],['ORG'],1,0,1
US1048271A,1912-12-24,axxstin,['PROPN'],[],1,0,1
US1049651A,1913-01-07,erastus s,"['PROPN', 'VERB']",[],1,0,2
US1051682A,1913-01-28,oeglowski,['PROPN'],[],1,0,1
US1053692A,1913-02-18,Gearing,"['PROPN', 'SPACE']",[],1,0,2
US1056913A,1913-03-25,Plahwirafh co,"['PROPN', 'VERB']",[],1,0,2
US1064547A,1913-06-10,James t,"['PROPN', 'PROPN']",[],1,0,2
US1066568A,1913-07-08,Xnkebframe,['PROPN'],[],1,0,1
US1077408A,1913-11-04,iblpield,['PROPN'],[],1,0,1
US1079200A,1913-11-18,wildb,['PROPN'],[],1,0,1
US1079206A,1913-11-18,oe vienna,"['INTJ', 'PROPN']",[],1,0,2
US1098720A,1914-06-02,guerrero,['PROPN'],[],1,0,1
US1099154A,1914-06-09,Marie agier,"['PROPN', 'VERB']",[],1,0,2
